State,year_month,abortions_per_1000_women_ages_1544,birth_rate_per_1000_women_1544,months_since_dobbs,telehealth_share,shield_law_state,shield_law_access,gestational_limit_weeks,single_mothers_median_monthly_income,infant_child_care_cost_burden,snap_participation_rate,tanf_one_parent_per1000_women_1544,medicaid_expansion_status,medicaid_abortion_funding_restrictions,RPP_all_items,state_unemployment_rate, minimum_wage ,census_region,CPI
AL,2022_04,0.66,4.50,-3,0%,0,0,20,"$1,998",33%,14.82%,1.82,0,1,88.021,2, $7.25 ,South,279.879
AL,2022_05,0.63,4.63,-2,0%,0,0,20,"$1,998",33%,14.91%,1.86,0,1,88.021,2.2, $7.25 ,South,283.307
AL,2022_06,0.52,4.75,-1,0%,0,0,20,"$1,998",33%,14.99%,1.92,0,1,88.021,3, $7.25 ,South,287.427
AL,2022_07,0.00,5.05,0,0%,0,0,0,"$1,998",33%,15.07%,2.00,0,1,88.021,2.9, $7.25 ,South,287.608
AL,2022_08,0.00,5.54,1,0%,0,0,0,"$1,998",33%,15.25%,2.15,0,1,88.021,2.9, $7.25 ,South,287.168
AL,2022_09,0.00,5.10,2,0%,0,0,0,"$1,998",33%,15.25%,2.27,0,1,88.021,2.4, $7.25 ,South,287.656
AL,2022_10,0.00,4.88,3,0%,0,0,0,"$1,998",33%,15.28%,2.26,0,1,88.021,2.4, $7.25 ,South,288.836
AL,2022_11,0.00,4.96,4,0%,0,0,0,"$1,998",33%,15.38%,2.30,0,1,88.021,2.2, $7.25 ,South,288.991
AL,2022_12,0.00,5.13,5,0%,0,0,0,"$1,998",33%,15.47%,2.41,0,1,88.021,2, $7.25 ,South,288.205
AL,2023_01,0.00,5.00,6,0%,0,0,0,"$2,207",33%,15.22%,2.31,0,1,89.097,2.6, $7.25 ,South,290.438
AL,2023_02,0.00,4.41,7,0%,0,0,0,"$2,207",33%,15.21%,2.24,0,1,89.097,2.5, $7.25 ,South,292.285
AL,2023_03,0.00,4.92,8,0%,0,0,0,"$2,207",33%,15.22%,2.12,0,1,89.097,2.2, $7.25 ,South,293.358
AL,2023_04,0.00,4.38,9,0%,0,0,0,"$2,207",33%,15.09%,2.00,0,1,89.097,1.8, $7.25 ,South,295.315
AL,2023_05,0.00,4.64,10,0%,0,0,0,"$2,207",33%,15.10%,2.04,0,1,89.097,2, $7.25 ,South,295.889
AL,2023_06,0.00,4.83,11,0%,0,0,0,"$2,207",33%,15.15%,2.04,0,1,89.097,2.7, $7.25 ,South,296.789
AL,2023_07,0.22,4.90,12,100%,0,0,0,"$2,207",33%,15.09%,2.04,0,1,89.097,2.6, $7.25 ,South,297.279
AL,2023_08,0.25,5.16,13,100%,0,0,0,"$2,207",33%,15.13%,2.14,0,1,89.097,2.8, $7.25 ,South,298.975
AL,2023_09,0.25,5.00,14,100%,0,0,0,"$2,207",33%,15.08%,2.14,0,1,89.097,2.6, $7.25 ,South,299.657
AL,2023_10,0.30,4.96,15,100%,0,0,0,"$2,207",33%,14.78%,2.23,0,1,89.097,2.6, $7.25 ,South,299.394
AL,2023_11,0.34,4.88,16,100%,0,0,0,"$2,207",33%,14.72%,2.36,0,1,89.097,2.5, $7.25 ,South,298.930
AL,2023_12,0.36,4.83,17,100%,0,0,0,"$2,207",33%,14.71%,2.52,0,1,89.097,2.6, $7.25 ,South,298.754
AL,2024_01,0.40,5.05,18,100%,0,0,0,"$2,458",29%,14.47%,2.51,0,1,88.823,3.2, $7.25 ,South,300.421
AL,2024_02,0.42,4.56,19,100%,0,0,0,"$2,458",29%,14.52%,2.50,0,1,88.823,3.2, $7.25 ,South,303.144
AL,2024_03,0.43,4.70,20,100%,0,0,0,"$2,458",29%,14.52%,2.43,0,1,88.823,2.8, $7.25 ,South,304.490
AL,2024_04,0.43,4.64,21,100%,0,0,0,"$2,458",29%,14.50%,2.39,0,1,88.823,2.4, $7.25 ,South,305.104
AL,2024_05,0.45,4.80,22,100%,0,0,0,"$2,458",29%,14.52%,2.39,0,1,88.823,2.4, $7.25 ,South,305.296
AL,2024_06,0.45,4.59,23,100%,0,0,0,"$2,458",29%,14.54%,2.41,0,1,88.823,3.3, $7.25 ,South,305.357
AL,2024_07,0.54,5.21,24,100%,0,0,0,"$2,458",29%,14.60%,2.51,0,1,88.823,3.4, $7.25 ,South,305.819
AL,2024_08,0.46,5.31,25,100%,0,0,0,"$2,458",29%,14.68%,2.65,0,1,88.823,3.5, $7.25 ,South,305.761
AL,2024_09,0.46,4.91,26,100%,0,0,0,"$2,458",29%,14.63%,2.76,0,1,88.823,3.1, $7.25 ,South,306.078
AL,2024_10,0.49,5.21,27,100%,0,0,0,"$2,458",29%,14.66%,2.87,0,1,88.823,3.2, $7.25 ,South,306.889
AL,2024_11,0.55,4.65,28,100%,0,0,0,"$2,458",29%,14.57%,2.93,0,1,88.823,3.3, $7.25 ,South,306.877
AL,2024_12,0.68,5.18,29,100%,0,0,0,"$2,458",29%,14.54%,2.97,0,1,88.823,3.2, $7.25 ,South,307.007
AK,2022_04,0.83,5.40,-3,8%,0,0,24,"$3,644",27%,13.18%,5.82,1,0,102.101,4.5, $10.34 ,West,307.145
AK,2022_05,0.90,5.53,-2,8%,0,0,24,"$3,644",27%,13.26%,5.73,1,0,102.101,4.1, $10.34 ,West,309.645
AK,2022_06,0.97,5.66,-1,14%,0,0,24,"$3,644",27%,13.34%,5.73,1,0,102.101,4.3, $10.34 ,West,313.496
AK,2022_07,0.76,5.63,0,18%,0,0,24,"$3,644",27%,13.35%,5.66,1,0,102.101,3.6, $10.34 ,West,313.951
AK,2022_08,0.97,5.73,1,21%,0,0,24,"$3,644",27%,11.31%,5.19,1,0,102.101,3, $10.34 ,West,314.013
AK,2022_09,1.04,5.53,2,20%,0,0,24,"$3,644",27%,9.52%,4.63,1,0,102.101,3.2, $10.34 ,West,315.094
AK,2022_10,0.90,5.31,3,15%,0,0,24,"$3,644",27%,8.09%,4.44,1,0,102.101,3.6, $10.34 ,West,317.299
AK,2022_11,0.90,5.03,4,15%,0,0,24,"$3,644",27%,6.49%,4.15,1,0,102.101,4.1, $10.34 ,West,315.919
AK,2022_12,1.04,5.22,5,20%,0,0,24,"$3,644",27%,5.20%,4.03,1,0,102.101,4, $10.34 ,West,314.599
AK,2023_01,0.90,5.25,6,23%,0,0,24,"$3,788",26%,4.43%,3.86,1,0,103.297,4.7, $10.85 ,West,317.477
AK,2023_02,0.97,4.72,7,14%,0,0,24,"$3,788",26%,5.93%,3.74,1,0,103.297,4.8, $10.85 ,West,319.130
AK,2023_03,0.97,5.24,8,14%,0,0,24,"$3,788",26%,7.21%,3.71,1,0,103.297,4.4, $10.85 ,West,320.715
AK,2023_04,0.76,4.92,9,18%,0,0,24,"$3,788",26%,8.11%,3.70,1,0,103.297,4, $10.85 ,West,322.187
AK,2023_05,1.11,5.31,10,19%,0,0,24,"$3,788",26%,8.82%,3.83,1,0,103.297,4, $10.85 ,West,323.525
AK,2023_06,0.97,5.37,11,14%,0,0,24,"$3,788",26%,9.00%,3.81,1,0,103.297,4.4, $10.85 ,West,324.448
AK,2023_07,1.18,5.33,12,18%,0,0,24,"$3,788",26%,9.06%,3.80,1,0,103.297,3.7, $10.85 ,West,324.865
AK,2023_08,1.18,5.11,13,18%,0,0,24,"$3,788",26%,8.84%,3.87,1,0,103.297,3.7, $10.85 ,West,326.234
AK,2023_09,1.04,5.38,14,27%,0,0,24,"$3,788",26%,8.11%,3.89,1,0,103.297,3.9, $10.85 ,West,327.491
AK,2023_10,1.25,5.22,15,22%,0,0,24,"$3,788",26%,6.91%,3.91,1,0,103.297,4.1, $10.85 ,West,327.708
AK,2023_11,1.04,5.33,16,20%,0,0,24,"$3,788",26%,6.31%,3.85,1,0,103.297,4.4, $10.85 ,West,326.299
AK,2023_12,0.97,5.18,17,29%,0,0,24,"$3,788",26%,7.19%,4.23,1,0,103.297,4.6, $10.85 ,West,325.932
AK,2024_01,0.88,5.19,18,15%,0,0,24,"$3,906",26%,8.02%,5.35,1,0,102.359,5.1, $11.73 ,West,328.053
AK,2024_02,0.95,5.00,19,14%,0,0,24,"$3,906",26%,9.79%,5.21,1,0,102.359,5.3, $11.73 ,West,329.339
AK,2024_03,0.95,5.26,20,21%,0,0,24,"$3,906",26%,10.47%,4.91,1,0,102.359,4.8, $11.73 ,West,332.202
AK,2024_04,1.09,4.79,21,19%,0,0,24,"$3,906",26%,10.71%,5.35,1,0,102.359,4.5, $11.73 ,West,334.050
AK,2024_05,1.09,5.30,22,19%,0,0,24,"$3,906",26%,10.80%,5.21,1,0,102.359,4.3, $11.73 ,West,334.292
AK,2024_06,1.16,4.85,23,24%,0,0,24,"$3,906",26%,10.82%,4.91,1,0,102.359,4.9, $11.73 ,West,333.662
AK,2024_07,1.02,5.54,24,20%,0,0,24,"$3,906",26%,10.62%,4.69,1,0,102.359,4.4, $11.73 ,West,333.174
AK,2024_08,0.95,5.24,25,21%,0,0,24,"$3,906",26%,10.09%,4.56,1,0,102.359,4.1, $11.73 ,West,333.442
AK,2024_09,0.88,5.18,26,23%,0,0,24,"$3,906",26%,9.55%,4.40,1,0,102.359,4, $11.73 ,West,334.265
AK,2024_10,0.88,4.76,27,23%,0,0,24,"$3,906",26%,8.71%,4.31,1,0,102.359,4.4, $11.73 ,West,334.558
AK,2024_11,1.09,4.73,28,25%,0,0,24,"$3,906",26%,8.63%,4.17,1,0,102.359,4.9, $11.73 ,West,334.218
AK,2024_12,1.02,4.98,29,33%,0,0,24,"$3,906",26%,8.74%,4.16,1,0,102.359,4.7, $11.73 ,West,334.084
AZ,2022_04,0.92,4.17,-3,0%,0,0,15,"$2,848",36%,11.28%,1.00,1,1,99.992,3.4, $12.80 ,West,307.145
AZ,2022_05,1.03,4.20,-2,0%,0,0,15,"$2,848",36%,11.41%,1.00,1,1,99.992,3.6, $12.80 ,West,309.645
AZ,2022_06,0.82,4.38,-1,0%,0,0,15,"$2,848",36%,11.39%,0.86,1,1,99.992,4.2, $12.80 ,West,313.496
AZ,2022_07,0.15,4.71,0,0%,0,0,15,"$2,848",36%,11.74%,0.87,1,1,99.992,4.2, $12.80 ,West,313.951
AZ,2022_08,0.50,4.98,1,0%,0,0,15,"$2,848",36%,12.00%,0.91,1,1,99.992,4.3, $12.80 ,West,314.013
AZ,2022_09,0.43,4.79,2,0%,0,0,15,"$2,848",36%,12.37%,0.94,1,1,99.992,3.9, $12.80 ,West,315.094
AZ,2022_10,0.29,4.66,3,0%,0,0,15,"$2,848",36%,11.88%,0.89,1,1,99.992,3.8, $12.80 ,West,317.299
AZ,2022_11,0.55,4.79,4,0%,0,0,15,"$2,848",36%,11.88%,0.92,1,1,99.992,3.5, $12.80 ,West,315.919
AZ,2022_12,0.57,4.93,5,0%,0,0,15,"$2,848",36%,11.99%,0.94,1,1,99.992,3.3, $12.80 ,West,314.599
AZ,2023_01,0.77,4.52,6,0%,0,0,15,"$3,326",35%,11.78%,0.92,1,1,100.742,3.5, $13.85 ,West,317.477
AZ,2023_02,0.68,4.15,7,0%,0,0,15,"$3,326",35%,11.69%,0.91,1,1,100.742,3.5, $13.85 ,West,319.130
AZ,2023_03,0.86,4.42,8,0%,0,0,15,"$3,326",35%,11.87%,0.89,1,1,100.742,3.4, $13.85 ,West,320.715
AZ,2023_04,0.69,4.11,9,0%,0,0,15,"$3,326",35%,11.91%,0.94,1,1,100.742,3.3, $13.85 ,West,322.187
AZ,2023_05,0.79,4.24,10,0%,0,0,15,"$3,326",35%,12.09%,0.94,1,1,100.742,3.7, $13.85 ,West,323.525
AZ,2023_06,0.75,4.24,11,0%,0,0,15,"$3,326",35%,12.29%,0.91,1,1,100.742,4.1, $13.85 ,West,324.448
AZ,2023_07,0.88,4.54,12,20%,0,0,15,"$3,326",35%,12.42%,0.90,1,1,100.742,4.2, $13.85 ,West,324.865
AZ,2023_08,0.93,4.92,13,17%,0,0,15,"$3,326",35%,12.57%,0.96,1,1,100.742,4.2, $13.85 ,West,326.234
AZ,2023_09,0.97,4.73,14,21%,0,0,15,"$3,326",35%,12.64%,0.94,1,1,100.742,3.9, $13.85 ,West,327.491
AZ,2023_10,0.90,4.70,15,22%,0,0,15,"$3,326",35%,12.45%,0.93,1,1,100.742,3.8, $13.85 ,West,327.708
AZ,2023_11,0.85,4.53,16,23%,0,0,15,"$3,326",35%,12.32%,0.91,1,1,100.742,3.4, $13.85 ,West,326.299
AZ,2023_12,0.87,4.56,17,20%,0,0,15,"$3,326",35%,12.44%,0.91,1,1,100.742,3.2, $13.85 ,West,325.932
AZ,2024_01,1.06,4.41,18,20%,0,0,15,"$3,679",36%,12.09%,0.88,1,1,100.677,3.4, $14.35 ,West,328.053
AZ,2024_02,1.00,4.13,19,20%,0,0,15,"$3,679",36%,12.01%,0.86,1,1,100.677,3.3, $14.35 ,West,329.339
AZ,2024_03,1.07,4.50,20,22%,0,0,15,"$3,679",36%,12.21%,0.88,1,1,100.677,3, $14.35 ,West,332.202
AZ,2024_04,0.99,4.11,21,24%,0,0,15,"$3,679",36%,12.19%,0.87,1,1,100.677,2.9, $14.35 ,West,334.050
AZ,2024_05,0.97,4.18,22,22%,0,0,15,"$3,679",36%,12.27%,0.87,1,1,100.677,3.3, $14.35 ,West,334.292
AZ,2024_06,0.88,4.07,23,20%,0,0,15,"$3,679",36%,12.29%,0.84,1,1,100.677,4, $14.35 ,West,333.662
AZ,2024_07,0.96,4.58,24,24%,0,0,15,"$3,679",36%,12.31%,0.82,1,1,100.677,4.3, $14.35 ,West,333.174
AZ,2024_08,0.91,4.70,25,22%,0,0,15,"$3,679",36%,12.29%,0.80,1,1,100.677,4.2, $14.35 ,West,333.442
AZ,2024_09,0.86,4.64,26,26%,0,0,15,"$3,679",36%,12.30%,0.79,1,1,100.677,3.8, $14.35 ,West,334.265
AZ,2024_10,0.88,4.71,27,25%,0,0,15,"$3,679",36%,12.07%,0.78,1,1,100.677,3.8, $14.35 ,West,334.558
AZ,2024_11,0.92,4.60,28,29%,0,0,15,"$3,679",36%,12.00%,0.78,1,1,100.677,3.7, $14.35 ,West,334.218
AZ,2024_12,1.00,4.53,29,32%,0,0,15,"$3,679",36%,11.98%,0.82,1,1,100.677,3.5, $14.35 ,West,334.084
AR,2022_04,0.49,4.62,-3,0%,0,0,18,"$2,287",27%,9.92%,0.74,1,1,86.913,2.9, $11.00 ,South,279.879
AR,2022_05,0.58,4.76,-2,0%,0,0,18,"$2,287",27%,9.49%,0.72,1,1,86.913,3, $11.00 ,South,283.307
AR,2022_06,0.44,5.08,-1,0%,0,0,18,"$2,287",27%,6.27%,0.67,1,1,86.913,3.6, $11.00 ,South,287.427
AR,2022_07,0.00,5.14,0,0%,0,0,0,"$2,287",27%,7.72%,0.66,1,1,86.913,3.7, $11.00 ,South,287.608
AR,2022_08,0.00,5.51,1,0%,0,0,0,"$2,287",27%,7.84%,0.62,1,1,86.913,3.4, $11.00 ,South,287.168
AR,2022_09,0.00,5.21,2,0%,0,0,0,"$2,287",27%,7.53%,0.60,1,1,86.913,3, $11.00 ,South,287.656
AR,2022_10,0.00,4.87,3,0%,0,0,0,"$2,287",27%,7.65%,0.63,1,1,86.913,2.6, $11.00 ,South,288.836
AR,2022_11,0.00,5.03,4,0%,0,0,0,"$2,287",27%,8.70%,0.62,1,1,86.913,2.6, $11.00 ,South,288.991
AR,2022_12,0.00,5.38,5,0%,0,0,0,"$2,287",27%,8.66%,0.63,1,1,86.913,2.7, $11.00 ,South,288.205
AR,2023_01,0.00,5.04,6,0%,0,0,0,"$2,504",30%,7.41%,0.64,1,1,86.810,3.4, $11.00 ,South,290.438
AR,2023_02,0.00,4.50,7,0%,0,0,0,"$2,504",30%,8.32%,0.68,1,1,86.810,3.2, $11.00 ,South,292.285
AR,2023_03,0.00,4.79,8,0%,0,0,0,"$2,504",30%,8.07%,0.64,1,1,86.810,2.9, $11.00 ,South,293.358
AR,2023_04,0.00,4.48,9,0%,0,0,0,"$2,504",30%,7.85%,0.68,1,1,86.810,2.5, $11.00 ,South,295.315
AR,2023_05,0.00,4.84,10,0%,0,0,0,"$2,504",30%,9.00%,0.72,1,1,86.810,2.8, $11.00 ,South,295.889
AR,2023_06,0.00,4.94,11,0%,0,0,0,"$2,504",30%,8.76%,0.74,1,1,86.810,3.4, $11.00 ,South,296.789
AR,2023_07,0.22,5.03,12,100%,0,0,0,"$2,504",30%,7.73%,0.78,1,1,86.810,3.6, $11.00 ,South,297.279
AR,2023_08,0.24,5.37,13,100%,0,0,0,"$2,504",30%,7.77%,0.87,1,1,86.810,3.5, $11.00 ,South,298.975
AR,2023_09,0.24,5.09,14,100%,0,0,0,"$2,504",30%,7.86%,0.79,1,1,86.810,3.3, $11.00 ,South,299.657
AR,2023_10,0.30,5.26,15,100%,0,0,0,"$2,504",30%,8.03%,0.93,1,1,86.810,3, $11.00 ,South,299.394
AR,2023_11,0.34,4.94,16,100%,0,0,0,"$2,504",30%,8.05%,0.90,1,1,86.810,3, $11.00 ,South,298.930
AR,2023_12,0.30,4.95,17,100%,0,0,0,"$2,504",30%,8.07%,0.96,1,1,86.810,3.2, $11.00 ,South,298.754
AR,2024_01,0.38,5.00,18,100%,0,0,0,"$2,646",29%,7.97%,0.86,1,1,86.937,3.8, $11.00 ,South,300.421
AR,2024_02,0.38,4.64,19,100%,0,0,0,"$2,646",29%,7.86%,0.96,1,1,86.937,3.8, $11.00 ,South,303.144
AR,2024_03,0.43,4.62,20,100%,0,0,0,"$2,646",29%,7.83%,0.89,1,1,86.937,3.4, $11.00 ,South,304.490
AR,2024_04,0.37,4.73,21,100%,0,0,0,"$2,646",29%,7.60%,0.83,1,1,86.937,3, $11.00 ,South,305.104
AR,2024_05,0.40,4.78,22,100%,0,0,0,"$2,646",29%,7.63%,0.81,1,1,86.937,3.2, $11.00 ,South,305.296
AR,2024_06,0.43,4.60,23,100%,0,0,0,"$2,646",29%,7.64%,0.78,1,1,86.937,3.8, $11.00 ,South,305.357
AR,2024_07,0.47,5.18,24,100%,0,0,0,"$2,646",29%,7.48%,0.72,1,1,86.937,4, $11.00 ,South,305.819
AR,2024_08,0.37,5.40,25,100%,0,0,0,"$2,646",29%,7.56%,0.64,1,1,86.937,3.6, $11.00 ,South,305.761
AR,2024_09,0.40,5.23,26,100%,0,0,0,"$2,646",29%,7.57%,0.65,1,1,86.937,3.2, $11.00 ,South,306.078
AR,2024_10,0.43,4.92,27,100%,0,0,0,"$2,646",29%,7.58%,0.67,1,1,86.937,3.1, $11.00 ,South,306.889
AR,2024_11,0.50,4.58,28,100%,0,0,0,"$2,646",29%,7.59%,0.67,1,1,86.937,3.3, $11.00 ,South,306.877
AR,2024_12,0.55,5.14,29,100%,0,0,0,"$2,646",29%,7.61%,0.69,1,1,86.937,3.4, $11.00 ,South,307.007
CA,2022_04,1.77,4.10,-3,5%,0,0,24,"$3,247",47%,11.79%,16.13,1,0,112.591,4, $15.00 ,West,307.145
CA,2022_05,1.76,4.29,-2,6%,0,0,24,"$3,247",47%,11.93%,19.32,1,0,112.591,3.7, $15.00 ,West,309.645
CA,2022_06,1.85,4.31,-1,7%,0,0,24,"$3,247",47%,12.12%,21.08,1,0,112.591,4.2, $15.00 ,West,313.496
CA,2022_07,1.80,4.61,0,8%,0,0,24,"$3,247",47%,12.51%,21.48,1,0,112.591,4.1, $15.00 ,West,313.951
CA,2022_08,1.82,4.77,1,8%,0,0,24,"$3,247",47%,11.64%,21.68,1,0,112.591,4.2, $15.00 ,West,314.013
CA,2022_09,1.59,4.52,2,8%,0,0,24,"$3,247",47%,12.89%,21.82,1,0,112.591,3.8, $15.00 ,West,315.094
CA,2022_10,1.60,4.46,3,8%,1,0,24,"$3,247",47%,12.91%,20.19,1,0,112.591,4, $15.00 ,West,317.299
CA,2022_11,1.62,4.42,4,8%,1,0,24,"$3,247",47%,13.20%,20.19,1,0,112.591,4.1, $15.00 ,West,315.919
CA,2022_12,1.89,4.48,5,8%,1,0,24,"$3,247",47%,13.28%,20.29,1,0,112.591,4, $15.00 ,West,314.599
CA,2023_01,2.00,4.22,6,9%,1,0,24,"$3,551",46%,13.31%,21.92,1,0,112.195,4.7, $15.50 ,West,317.477
CA,2023_02,1.78,3.81,7,8%,1,0,24,"$3,551",46%,13.39%,21.89,1,0,112.195,4.8, $15.50 ,West,319.130
CA,2023_03,2.06,4.13,8,8%,1,0,24,"$3,551",46%,13.47%,21.86,1,0,112.195,4.7, $15.50 ,West,320.715
CA,2023_04,1.89,3.86,9,8%,1,0,24,"$3,551",46%,13.20%,21.76,1,0,112.195,4.1, $15.50 ,West,322.187
CA,2023_05,1.98,4.10,10,9%,1,0,24,"$3,551",46%,13.31%,19.95,1,0,112.195,4.3, $15.50 ,West,323.525
CA,2023_06,1.94,4.08,11,8%,1,0,24,"$3,551",46%,13.44%,20.70,1,0,112.195,4.7, $15.50 ,West,324.448
CA,2023_07,1.79,4.28,12,10%,1,0,24,"$3,551",46%,13.35%,20.64,1,0,112.195,4.8, $15.50 ,West,324.865
CA,2023_08,1.96,4.49,13,10%,1,0,24,"$3,551",46%,13.50%,20.85,1,0,112.195,5.1, $15.50 ,West,326.234
CA,2023_09,1.77,4.30,14,9%,1,0,24,"$3,551",46%,13.47%,19.28,1,0,112.195,4.8, $15.50 ,West,327.491
CA,2023_10,1.80,4.35,15,11%,1,0,24,"$3,551",46%,13.55%,20.71,1,0,112.195,4.9, $15.50 ,West,327.708
CA,2023_11,1.72,4.17,16,11%,1,0,24,"$3,551",46%,13.53%,19.83,1,0,112.195,4.8, $15.50 ,West,326.299
CA,2023_12,1.88,4.18,17,11%,1,0,24,"$3,551",46%,13.57%,18.72,1,0,112.195,4.9, $15.50 ,West,325.932
CA,2024_01,2.15,4.07,18,11%,1,1,24,"$3,810",49%,13.55%,18.54,1,0,110.720,5.4, $16.00 ,West,328.053
CA,2024_02,1.90,3.86,19,10%,1,1,24,"$3,810",49%,13.36%,18.57,1,0,110.720,5.4, $16.00 ,West,329.339
CA,2024_03,1.99,4.12,20,10%,1,1,24,"$3,810",49%,13.74%,18.48,1,0,110.720,5.2, $16.00 ,West,332.202
CA,2024_04,1.92,3.95,21,10%,1,1,24,"$3,810",49%,13.73%,18.42,1,0,110.720,4.8, $16.00 ,West,334.050
CA,2024_05,1.97,4.09,22,10%,1,1,24,"$3,810",49%,13.83%,18.54,1,0,110.720,4.7, $16.00 ,West,334.292
CA,2024_06,1.81,4.02,23,10%,1,1,24,"$3,810",49%,13.83%,17.93,1,0,110.720,5.4, $16.00 ,West,333.662
CA,2024_07,1.97,4.29,24,9%,1,1,24,"$3,810",49%,13.70%,20.48,1,0,110.720,5.9, $16.00 ,West,333.174
CA,2024_08,1.87,4.48,25,9%,1,1,24,"$3,810",49%,13.89%,20.65,1,0,110.720,5.9, $16.00 ,West,333.442
CA,2024_09,1.74,4.31,26,10%,1,1,24,"$3,810",49%,13.90%,20.05,1,0,110.720,5.2, $16.00 ,West,334.265
CA,2024_10,1.87,4.38,27,10%,1,1,24,"$3,810",49%,13.94%,20.66,1,0,110.720,5.3, $16.00 ,West,334.558
CA,2024_11,1.75,4.04,28,11%,1,1,24,"$3,810",49%,13.94%,20.53,1,0,110.720,5.4, $16.00 ,West,334.218
CA,2024_12,1.94,4.20,29,11%,1,1,24,"$3,810",49%,13.98%,19.89,1,0,110.720,5.2, $16.00 ,West,334.084
CO,2022_04,1.33,4.20,-3,14%,0,0,24,"$3,510",43%,9.25%,5.98,1,0,102.26,2.9, $12.56 ,West,307.145
CO,2022_05,1.40,4.45,-2,18%,0,0,24,"$3,510",43%,9.16%,6.08,1,0,102.26,2.8, $12.56 ,West,309.645
CO,2022_06,1.49,4.39,-1,20%,0,0,24,"$3,510",43%,9.26%,6.02,1,0,102.26,3, $12.56 ,West,313.496
CO,2022_07,1.63,4.57,0,25%,0,0,24,"$3,510",43%,9.29%,6.23,1,0,102.26,3, $13.65 ,West,313.951
CO,2022_08,1.78,4.54,1,25%,0,0,24,"$3,510",43%,10.27%,6.15,1,0,102.26,2.9, $13.65 ,West,314.013
CO,2022_09,1.60,4.31,2,26%,0,0,24,"$3,510",43%,9.79%,6.39,1,0,102.26,2.6, $13.65 ,West,315.094
CO,2022_10,1.57,4.47,3,28%,0,0,24,"$3,510",43%,9.44%,6.47,1,0,102.26,2.8, $13.65 ,West,317.299
CO,2022_11,1.58,4.16,4,27%,0,0,24,"$3,510",43%,9.47%,6.25,1,0,102.26,2.9, $13.65 ,West,315.919
CO,2022_12,1.70,4.21,5,26%,0,0,24,"$3,510",43%,9.51%,6.27,1,0,102.26,2.7, $13.65 ,West,314.599
CO,2023_01,1.90,3.97,6,22%,0,0,24,"$3,494",47%,9.35%,6.15,1,0,101.856,3.2, $13.65 ,West,317.477
CO,2023_02,1.70,3.78,7,22%,0,0,24,"$3,494",47%,9.51%,6.14,1,0,101.856,3.4, $13.65 ,West,319.130
CO,2023_03,1.96,4.27,8,20%,0,0,24,"$3,494",47%,9.64%,6.23,1,0,101.856,3, $13.65 ,West,320.715
CO,2023_04,1.79,4.15,9,23%,1,1,24,"$3,494",47%,9.57%,6.22,1,0,101.856,2.7, $13.65 ,West,322.187
CO,2023_05,1.95,4.29,10,20%,1,1,24,"$3,494",47%,9.68%,6.06,1,0,101.856,3.1, $13.65 ,West,323.525
CO,2023_06,1.86,4.27,11,22%,1,1,24,"$3,494",47%,9.71%,5.98,1,0,101.856,3.6, $13.65 ,West,324.448
CO,2023_07,1.81,4.28,12,25%,1,1,24,"$3,494",47%,9.62%,6.17,1,0,101.856,3.4, $13.65 ,West,324.865
CO,2023_08,1.88,4.52,13,25%,1,1,24,"$3,494",47%,9.66%,6.28,1,0,101.856,3.5, $13.65 ,West,326.234
CO,2023_09,1.62,4.21,14,28%,1,1,24,"$3,494",47%,9.61%,6.66,1,0,101.856,3.3, $13.65 ,West,327.491
CO,2023_10,1.74,4.21,15,25%,1,1,24,"$3,494",47%,9.68%,6.79,1,0,101.856,3.4, $13.65 ,West,327.708
CO,2023_11,1.74,4.07,16,26%,1,1,24,"$3,494",47%,9.68%,6.44,1,0,101.856,3.5, $13.65 ,West,326.299
CO,2023_12,1.68,4.02,17,27%,1,1,24,"$3,494",47%,9.75%,6.40,1,0,101.856,3.7, $13.65 ,West,325.932
CO,2024_01,1.86,4.12,18,25%,1,1,24,"$4,029",43%,9.60%,6.34,1,0,103.052,4.1, $14.42 ,West,328.053
CO,2024_02,1.67,4.03,19,25%,1,1,24,"$4,029",43%,9.57%,6.29,1,0,103.052,4.2, $14.42 ,West,329.339
CO,2024_03,1.72,4.27,20,25%,1,1,24,"$4,029",43%,9.68%,6.38,1,0,103.052,3.8, $14.42 ,West,332.202
CO,2024_04,1.69,4.15,21,27%,1,1,24,"$4,029",43%,9.76%,6.44,1,0,103.052,3.7, $14.42 ,West,334.050
CO,2024_05,1.71,4.41,22,27%,1,1,24,"$4,029",43%,9.82%,6.49,1,0,103.052,3.9, $14.42 ,West,334.292
CO,2024_06,1.60,4.16,23,27%,1,1,24,"$4,029",43%,9.87%,6.53,1,0,103.052,4.4, $14.42 ,West,333.662
CO,2024_07,1.65,4.54,24,29%,1,1,24,"$4,029",43%,9.95%,7.50,1,0,103.052,4.6, $14.42 ,West,333.174
CO,2024_08,1.65,4.65,25,28%,1,1,24,"$4,029",43%,10.02%,7.65,1,0,103.052,4.6, $14.42 ,West,333.442
CO,2024_09,1.44,4.29,26,31%,1,1,24,"$4,029",43%,10.10%,7.84,1,0,103.052,4.3, $14.42 ,West,334.265
CO,2024_10,1.61,4.48,27,28%,1,1,24,"$4,029",43%,10.21%,8.04,1,0,103.052,4.4, $14.42 ,West,334.558
CO,2024_11,1.54,4.23,28,33%,1,1,24,"$4,029",43%,10.23%,8.06,1,0,103.052,4.7, $14.42 ,West,334.218
